Date: 2024-11-10 | Time: 04:56:00 | Transition: surprise -> surprise | Duration: 1.9s | Scores: {'angry': 0.39, 'disgust': 0.12, 'fear': 0.29, 'happy': 0.76, 'sad': 0.23, 'surprise': 0.71, 'neutral': 0.78}
Date: 2025-03-11 | Time: 12:50:16 | Transition: fear -> neutral | Duration: 0.20s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.01, 'sad': 0.19, 'surprise': 0.01, 'neutral': 0.37}
Date: 2025-03-11 | Time: 12:50:18 | Transition: neutral -> sad | Duration: 1.49s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.01, 'sad': 0.41, 'surprise': 0.0, 'neutral': 0.19}
Date: 2025-03-11 | Time: 12:50:18 | Transition: sad -> neutral | Duration: 0.41s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.01, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.45}
Date: 2025-03-11 | Time: 12:50:19 | Transition: neutral -> sad | Duration: 0.85s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.03, 'sad': 0.3, 'surprise': 0.01, 'neutral': 0.28}
Date: 2025-03-11 | Time: 12:50:20 | Transition: sad -> angry | Duration: 0.62s | Scores: {'angry': 0.41, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.0, 'sad': 0.24, 'surprise': 0.01, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:50:20 | Transition: angry -> sad | Duration: 0.20s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.0, 'sad': 0.51, 'surprise': 0.0, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:50:22 | Transition: sad -> neutral | Duration: 1.62s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.25, 'happy': 0.0, 'sad': 0.26, 'surprise': 0.01, 'neutral': 0.27}
Date: 2025-03-11 | Time: 12:50:22 | Transition: neutral -> sad | Duration: 0.22s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.25, 'happy': 0.0, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.17}
Date: 2025-03-11 | Time: 12:50:22 | Transition: sad -> neutral | Duration: 0.22s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.01, 'sad': 0.28, 'surprise': 0.02, 'neutral': 0.32}
Date: 2025-03-11 | Time: 12:50:22 | Transition: neutral -> sad | Duration: 0.21s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.0, 'sad': 0.33, 'surprise': 0.01, 'neutral': 0.15}
Date: 2025-03-11 | Time: 12:50:22 | Transition: sad -> fear | Duration: 0.23s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.0, 'sad': 0.23, 'surprise': 0.02, 'neutral': 0.27}
Date: 2025-03-11 | Time: 12:50:23 | Transition: fear -> sad | Duration: 0.25s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.01, 'sad': 0.38, 'surprise': 0.04, 'neutral': 0.31}
Date: 2025-03-11 | Time: 12:50:23 | Transition: sad -> neutral | Duration: 0.62s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.01, 'sad': 0.13, 'surprise': 0.03, 'neutral': 0.42}
Date: 2025-03-11 | Time: 12:50:24 | Transition: neutral -> fear | Duration: 0.21s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.38, 'happy': 0.01, 'sad': 0.34, 'surprise': 0.01, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:50:24 | Transition: fear -> sad | Duration: 0.21s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.0, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.29}
Date: 2025-03-11 | Time: 12:50:24 | Transition: sad -> angry | Duration: 0.20s | Scores: {'angry': 0.35, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.0, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.26}
Date: 2025-03-11 | Time: 12:50:24 | Transition: angry -> neutral | Duration: 0.18s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.32, 'surprise': 0.01, 'neutral': 0.48}
Date: 2025-03-11 | Time: 12:50:25 | Transition: neutral -> sad | Duration: 0.37s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.03, 'sad': 0.5, 'surprise': 0.06, 'neutral': 0.27}
Date: 2025-03-11 | Time: 12:50:25 | Transition: sad -> neutral | Duration: 0.60s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.01, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.85}
Date: 2025-03-11 | Time: 12:50:26 | Transition: neutral -> sad | Duration: 0.62s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.01, 'sad': 0.64, 'surprise': 0.02, 'neutral': 0.08}
Date: 2025-03-11 | Time: 12:50:28 | Transition: sad -> neutral | Duration: 1.84s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.38, 'surprise': 0.0, 'neutral': 0.43}
Date: 2025-03-11 | Time: 12:50:28 | Transition: neutral -> sad | Duration: 0.47s | Scores: {'angry': 0.33, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.0, 'sad': 0.42, 'surprise': 0.0, 'neutral': 0.19}
Date: 2025-03-11 | Time: 12:50:29 | Transition: sad -> neutral | Duration: 0.47s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.32, 'surprise': 0.01, 'neutral': 0.38}
Date: 2025-03-11 | Time: 12:50:29 | Transition: neutral -> sad | Duration: 0.49s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.53, 'surprise': 0.0, 'neutral': 0.19}
Date: 2025-03-11 | Time: 12:50:31 | Transition: sad -> angry | Duration: 2.12s | Scores: {'angry': 0.46, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.0, 'sad': 0.42, 'surprise': 0.0, 'neutral': 0.09}
Date: 2025-03-11 | Time: 12:50:32 | Transition: angry -> sad | Duration: 0.47s | Scores: {'angry': 0.32, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.0, 'sad': 0.57, 'surprise': 0.0, 'neutral': 0.1}
